institution_name,institution_type,department,service_category,address,sigungu,phone,latitude,longitude,geocode_query,matched_address
청라코끼리마취통증의학과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과 신경과,PAIN_NEURO,"인천광역시 서구 중봉대로 594, 청라비전프라자 406~408호 (청라동)",서구,032-567-7580,37.53256718,126.6502788,인천광역시 서구 중봉대로 594,인천 서구 중봉대로 594
튼튼마취통증의학과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과 내과,PAIN_NEURO,"인천광역시 서구 가정로 372, 4층, 5층 2호 (가정동)",서구,032-582-8275,37.51814068,126.6732168,인천광역시 서구 가정로 372,인천 서구 가정로 372
튼튼의원,의원,가정의학과 피부과 이비인후과 안과 소아청소년과 마취통증의학과 정형외과 외과 내과,PAIN_NEURO,"인천광역시 서구 도요지로 22, 2층 2호 (경서동, 대영프라자)",서구,032-567-6790,37.55886267,126.6526757,인천광역시 서구 도요지로 22,인천 서구 도요지로 22
팔팔마취통증의학과의원,의원,정형외과 신경외과 마취통증의학과 재활의학과,PAIN_NEURO,"인천광역시 서구 가정로 212, 3,6층 (석남동)",서구,032-582-7588,37.50354779,126.6723342,인천광역시 서구 가정로 212,인천 서구 가정로 212
하늘본튼튼의원,의원,응급의학과 재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 서구 원당대로 856, 마크포레스트 어반 301~303호 (당하동)",서구,032-204-7575,37.59331414,126.6965842,인천광역시 서구 원당대로 856,인천 서구 원당대로 856
고려척척신경외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 컨벤시아대로130번길 14, 송도 메디컬타워 5층 (송도동)",연수구,032-833-7588,37.39296242,126.6447257,인천광역시 연수구 컨벤시아대로130번길 14,인천 연수구 컨벤시아대로130번길 14
고릴라신경외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과 내과,PAIN_NEURO,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 501호 (청학동)",연수구,032-713-5050,37.4143193,126.6756666,인천광역시 연수구 청능대로 93,인천 연수구 청능대로 93
굿닥터신경외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 독배로40번길 11, 301호, 302호, 303호 (옥련동, 효명프라자)",연수구,032-833-7501,37.42452673,126.6456361,인천광역시 연수구 독배로40번길 11,인천 연수구 독배로40번길 11
권도승정형외과의원,의원,내과 외과 정형외과 신경외과 마취통증의학과 비뇨의학과 영상의학과 재활의학과,PAIN_NEURO,"인천광역시 연수구 비류대로 208, 비류프라자 2층 201호 (옥련동)",연수구,032-834-5626,37.42740727,126.657651,인천광역시 연수구 비류대로 208,인천 연수구 비류대로 208
김경태정형외과의원,의원,재활의학과 피부과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 먼우금로 189, 201,202,203일부,204,206,208,210,212,215호 2층 (청학동)",연수구,032-229-0123,37.41462408,126.6758541,인천광역시 연수구 먼우금로 189,인천 연수구 먼우금로 189
김진욱신경외과의원,의원,소아청소년과 마취통증의학과 신경외과 정형외과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 독배로40번길 43, 4층 (옥련동, 신송빌딩)",연수구,032-831-7800,37.42462242,126.6472633,인천광역시 연수구 독배로40번길 43,인천 연수구 독배로40번길 43
나래병원,병원,정형외과 신경외과 내과 마취통증의학과 영상의학과,PAIN_NEURO,"인천광역시 연수구 청능대로 69 (청학동, 연세다나병원)",연수구,032-821-0033,37.41601013,126.674124,인천광역시 연수구 청능대로 69,인천 연수구 청능대로 69
닥터에스본정형외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과 내과,PAIN_NEURO,"인천광역시 연수구 용담로 153, 대동월드스포츠센터 401호 (연수동)",연수구,032-710-9488,37.41327809,126.6814028,인천광역시 연수구 용담로 153,인천 연수구 용담로 153
닥터포유미앤모의원,의원,피부과 마취통증의학과 성형외과,PAIN_NEURO,"인천광역시 연수구 청능대로 93, 402호 (청학동, 이리옴프라자)",연수구,032-817-8057,37.4143193,126.6756666,인천광역시 연수구 청능대로 93,인천 연수구 청능대로 93
더튼튼재활의학과의원,의원,정형외과 신경외과 재활의학과 마취통증의학과,PAIN_NEURO,"인천광역시 연수구 청량로 217, 5층 (옥련동)",연수구,032-858-9988,37.42610391,126.6525401,인천광역시 연수구 청량로 217,인천 연수구 청량로 217
라베성형외과의원,의원,피부과 이비인후과 안과 소아청소년과 성형외과 정형외과 외과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 신송로 161, 송도 하이츠 2층 201호, 202호, 211호 (송도동)",연수구,032-214-0156,37.39759474,126.6484388,인천광역시 연수구 신송로 161,인천 연수구 신송로 161
리겐의원,의원,내과 외과 정형외과 신경외과 마취통증의학과 피부과 재활의학과 응급의학과,PAIN_NEURO,"인천광역시 연수구 해돋이로152번길 9, 8층 (송도동)",연수구,032-221-1234,37.39498399,126.6470894,인천광역시 연수구 해돋이로152번길 9,인천 연수구 해돋이로152번길 9
맑음플러스이비인후과의원,의원,가정의학과 이비인후과 소아청소년과 성형외과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 컨벤시아대로230번길 54, 닥터플러스몰 6층 A601,602,603호 (송도동)",연수구,032-851-6622,37.38901119,126.6340328,인천광역시 연수구 컨벤시아대로230번길 54,인천 연수구 컨벤시아대로230번길 54
모두탑365정형외과의원,의원,내과 신경과 외과 정형외과 신경외과 마취통증의학과 소아청소년과 재활의학과 응급의학과,PAIN_NEURO,"인천광역시 연수구 먼우금로 190, 연수프라자 806,807호 (연수동)",연수구,032-818-9988,37.41405348,126.6767147,인천광역시 연수구 먼우금로 190,인천 연수구 먼우금로 190
미라클마취통증의학과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 송도국제대로 157, 오네스타 5층 A505-1,A506호 (송도동)",연수구,032-821-2227,37.38094106,126.6566642,인천광역시 연수구 송도국제대로 157,인천 연수구 송도국제대로 157
미앤아이의원,의원,정형외과 마취통증의학과 내과 피부과,PAIN_NEURO,"인천광역시 연수구 컨벤시아대로 69, 6층 608호 (송도동, 밀레니엄상가)",연수구,032-859-2345,37.39571538,126.6509559,인천광역시 연수구 컨벤시아대로 69,인천 연수구 컨벤시아대로 69
바른나무신경외과의원,의원,가정의학과 재활의학과 영상의학과 이비인후과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 신송로 161, 송도 하이츠 4층 401,402,403,404호 (송도동)",연수구,032-859-7300,37.39759474,126.6484388,인천광역시 연수구 신송로 161,인천 연수구 신송로 161
벗정형외과의원,의원,내과 신경과 외과 정형외과 신경외과 마취통증의학과 소아청소년과 이비인후과 피부과 비뇨의학과 영상의학과 병리과 진단검사의학과 재활의학과 가정의학과 응급의학과 예방의학과,PAIN_NEURO,"인천광역시 연수구 하모니로178번길 6, 8층 (송도동)",연수구,032-721-7917,37.38234009,126.6413688,인천광역시 연수구 하모니로178번길 6,인천 연수구 하모니로178번길 6
삼성본프라임정형외과의원,의원,정형외과 신경외과 마취통증의학과 재활의학과,PAIN_NEURO,"인천광역시 연수구 해돋이로 168-2, 에스원타워1 5층 501,502,503호 (송도동)",연수구,032-833-1236,37.39501293,126.6456792,인천광역시 연수구 해돋이로 168-2,인천 연수구 해돋이로 168-2
삼성연합의원,의원,내과 이비인후과 소아청소년과 피부과 비뇨의학과 마취통증의학과 정형외과,PAIN_NEURO,"인천광역시 연수구 독배로40번길 21, 3층 (옥련동)",연수구,032-833-8556,37.42448013,126.64602,인천광역시 연수구 독배로40번길 21,인천 연수구 독배로40번길 21
새봄가정의원,의원,가정의학과 비뇨의학과 피부과 이비인후과 소아청소년과 정형외과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 새말로 32, 2층 (연수동)",연수구,032-812-7585,37.42224941,126.6747523,인천광역시 연수구 새말로 32,인천 연수구 새말로 32
성모신경외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과 외과 내과,PAIN_NEURO,"인천광역시 연수구 용담로 115, 파크타워 4층 402,403호 (연수동)",연수구,032-819-8274,37.41513996,126.6778139,인천광역시 연수구 용담로 115,인천 연수구 용담로 115
손호균마취통증의학과의원,의원,정형외과 신경외과 마취통증의학과 재활의학과,PAIN_NEURO,"인천광역시 연수구 앵고개로 242, 401호 (동춘동, 연수제일종합상가)",연수구,032-818-4939,37.40865637,126.6708259,인천광역시 연수구 앵고개로 242,인천 연수구 앵고개로 242
송도마디재활의학과의원,의원,내과 정형외과 신경외과 마취통증의학과 재활의학과,PAIN_NEURO,"인천광역시 연수구 해돋이로151번길 4, 인피니티타워 4층 401,402호 (송도동)",연수구,032-721-8255,37.39401757,126.646007,인천광역시 연수구 해돋이로151번길 4,인천 연수구 해돋이로151번길 4
송도마취통증의학과의원,의원,내과 정형외과 마취통증의학과 신경외과 재활의학과,PAIN_NEURO,"인천광역시 연수구 하모니로36번길 1, 3층 (송도동)",연수구,032-465-7588,37.39158824,126.6512504,인천광역시 연수구 하모니로36번길 1,인천 연수구 하모니로36번길 1
송도백발백중재활의학과 의원,의원,재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 송도과학로27번길 27, 204-C동 C202~C204호 (송도동, 송도아메리칸타운더샵)",연수구,032-818-7588,37.38632731,126.6636424,인천광역시 연수구 송도과학로27번길 27,인천 연수구 송도과학로27번길 27
송도본정형외과의원,의원,재활의학과 진단검사의학과 영상의학과 마취통증의학과 신경외과 정형외과 외과,PAIN_NEURO,"인천광역시 연수구 하모니로 158, 송도타임스페이스 A동 2층 202,203,204,205,206,207,209호 (송도동)",연수구,032-214-8275,37.3832947,126.642256,인천광역시 연수구 하모니로 158,인천 연수구 하모니로 158
송도사랑내과의원,의원,피부과 이비인후과 소아청소년과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 402동 2층 221호 (송도동)",연수구,032-867-7775,37.40237845,126.640151,인천광역시 연수구 아트센터대로 87,인천 연수구 아트센터대로 87
송도서울정형외과의원,의원,가정의학과 재활의학과 소아청소년과 마취통증의학과 신경외과 정형외과 내과,PAIN_NEURO,"인천광역시 연수구 해돋이로 167, 힐링플라자 2층 (송도동)",연수구,032-833-5510,37.39480411,126.6444909,인천광역시 연수구 해돋이로 167,인천 연수구 해돋이로 167
송도성모마취통증의학과의원,의원,정형외과 신경외과 마취통증의학과 재활의학과,PAIN_NEURO,"인천광역시 연수구 하모니로178번길 22, 송도GTX센트럴 5층 512호 (송도동)",연수구,032-834-7581,37.38307226,126.6408363,인천광역시 연수구 하모니로178번길 22,인천 연수구 하모니로178번길 22
송도스포츠정형외과의원,의원,가정의학과 재활의학과 마취통증의학과 정형외과 외과,PAIN_NEURO,"인천광역시 연수구 하모니로177번길 49, 형지글로벌 패션복합센터 3동 2층 254,255,256,257,258,259호 (송도동)",연수구,032-858-6720,37.37833713,126.6444141,인천광역시 연수구 하모니로177번길 49,인천 연수구 하모니로177번길 49
송도조앤내과의원,의원,내과 신경과 소아청소년과 이비인후과 영상의학과,PAIN_NEURO,"인천광역시 연수구 해돋이로152번길 9, 3층 301,302,303,304호 (송도동)",연수구,032-859-1275,37.39498399,126.6470894,인천광역시 연수구 해돋이로152번길 9,인천 연수구 해돋이로152번길 9
송도효자병원,요양병원,한방내과 재활의학과 병리과 피부과 정형외과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 능허대로 235 (옥련동, 송도효자병원)",연수구,032-832-9900,37.41542796,126.6520154,인천광역시 연수구 능허대로 235,인천 연수구 능허대로 235
연세준통싹의원,의원,마취통증의학과 정형외과 신경과,PAIN_NEURO,"인천광역시 연수구 용담로 11, 시대아파트 2층 202호,202-1호 (청학동)",연수구,032-811-0475,37.4214783,126.6691278,인천광역시 연수구 용담로 11,인천 연수구 용담로 11
연수리더스내과의원,의원,내과 신경과 외과 소아청소년과 이비인후과 피부과 비뇨의학과 영상의학과 가정의학과,PAIN_NEURO,"인천광역시 연수구 용담로 153, 대동월드스포츠센터 2층 203호 (연수동)",연수구,032-719-9988,37.41327809,126.6814028,인천광역시 연수구 용담로 153,인천 연수구 용담로 153
연수스타정형외과의원,의원,가정의학과 재활의학과 마취통증의학과 정형외과 내과,PAIN_NEURO,"인천광역시 연수구 먼우금로 208, 3층 (연수동)",연수구,032-821-2100,37.41585071,126.6774296,인천광역시 연수구 먼우금로 208,인천 연수구 먼우금로 208
연수오케이정형외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 앵고개로264번길 30-4, 영남프라자 (동춘동)",연수구,032-813-7505,37.40681935,126.6718231,인천광역시 연수구 앵고개로264번길 30-4,인천 연수구 앵고개로264번길 30-4
연수제일정형외과의원,의원,마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 학나래로6번길 3, 5층 (선학동)",연수구,032-813-6300,37.42397185,126.6968447,인천광역시 연수구 학나래로6번길 3,인천 연수구 학나래로6번길 3
웰컴마취통증의학과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 앵고개로 262, 동경프라자 6층 601호 (동춘동)",연수구,032-721-7200,37.40749337,126.6725568,인천광역시 연수구 앵고개로 262,인천 연수구 앵고개로 262
인하정형외과의원,의원,내과 신경과 정형외과 성형외과 피부과 이비인후과,PAIN_NEURO,"인천광역시 연수구 독배로 41, 3,4층 (옥련동, 인영프라자)",연수구,032-833-8275,37.42442394,126.6443523,인천광역시 연수구 독배로 41,인천 연수구 독배로 41
제이엠의원,의원,내과 신경과 소아청소년과 이비인후과 피부과 비뇨의학과 가정의학과 예방의학과,PAIN_NEURO,"인천광역시 연수구 신송로 154, 더 제니스 2층 209호 (송도동)",연수구,032-710-7616,37.39777816,126.6497659,인천광역시 연수구 신송로 154,인천 연수구 신송로 154
청담해리슨송도병원,병원,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 피부과, 영상의학과, 재활의학과, 가정의학과",PAIN_NEURO,"인천광역시 연수구 신송로 157-9, 3층~8층(송도동)",연수구,032-832-5488,37.39696004,126.648703,인천광역시 연수구 신송로 157-9,인천 연수구 신송로 157-9
큰바위정형외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 3층 301호 (연수동)",연수구,032-815-8875,37.41344313,126.6764836,인천광역시 연수구 먼우금로188번길 12,인천 연수구 먼우금로188번길 12
튼튼365정형외과의원,의원,가정의학과 재활의학과 방사선종양학과 피부과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 첨단대로 40, 에스파이브시티 B동 5층 502,503,504호 (송도동)",연수구,032-821-7888,37.37002608,126.6503552,인천광역시 연수구 첨단대로 40,인천 연수구 첨단대로 40
플러스정형외과의원,의원,영상의학과 마취통증의학과 신경외과 정형외과 외과 내과,PAIN_NEURO,"인천광역시 연수구 컨벤시아대로230번길 54, H101일부,H104,H105,H201,H301,H401일부,H501,H601호 1~6층 (송도동)",연수구,032-859-8000,37.38901119,126.6340328,인천광역시 연수구 컨벤시아대로230번길 54,인천 연수구 컨벤시아대로230번길 54
한양마취통증의학과의원,의원,마취통증의학과 정형외과 신경외과 내과 소아청소년과 피부과 비뇨의학과,PAIN_NEURO,"인천광역시 연수구 독배로40번길 47, 201호 (옥련동, 제일빌딩)",연수구,032-257-8275,37.42460493,126.6475321,인천광역시 연수구 독배로40번길 47,인천 연수구 독배로40번길 47
해사랑마취통증의학과의원,의원,내과 외과 정형외과 마취통증의학과,PAIN_NEURO,"인천광역시 연수구 청능대로 103, 3층 (연수동, BYC빌딩)",연수구,032-822-7580,37.41363986,126.6762653,인천광역시 연수구 청능대로 103,인천 연수구 청능대로 103
화인마취통증의학과의원,의원,가정의학과 재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 연수구 인천타워대로132번길 34, 라이크홈메디컬센터 1동 3층 303호 (송도동)",연수구,032-832-8875,37.38636398,126.6439449,인천광역시 연수구 인천타워대로132번길 34,인천 연수구 인천타워대로132번길 34
희망찬요양병원,요양병원,침구과 재활의학과 외과 신경과 내과,PAIN_NEURO,"인천광역시 연수구 용담로 118, 지하2층~지상9층 (연수동)",연수구,032-816-2000,37.41465328,126.6774038,인천광역시 연수구 용담로 118,인천 연수구 용담로 118
흑룡의원,의원,"내과, 외과, 정형외과, 안과, 이비인후과, 마취통증의학과",PAIN_NEURO,인천광역시 옹진군 백령면 백령로 831,옹진군,032-837-6873,37.95958544,124.6657985,인천광역시 옹진군 백령면 백령로 831,인천 옹진군 백령면 백령로 831
(의)성세의료재단 영종국제병원,병원,"내과,정형외과,신경외과,영상의학과,신경과, 외과",PAIN_NEURO,"인천광역시 중구 하늘별빛로 65번길 7-9  3,4층(중산동 1886-3)",중구,032-721-3000,37.48846999,126.5646678,인천광역시 중구 하늘별빛로 65번길 7-9,인천 중구 하늘별빛로65번길 7-9
동인천삼성마취통증의학과의원,의원,정형외과 신경외과 마취통증의학과 재활의학과 응급의학과,PAIN_NEURO,"인천광역시 중구 우현로 90, 유타워 3층 (인현동)",중구,032-777-7775,37.47464535,126.6311142,인천광역시 중구 우현로 90,인천 중구 우현로 90
로하스의원,의원,가정의학과 재활의학과 비뇨의학과 피부과 이비인후과 소아청소년과 마취통증의학과 정형외과 외과 신경과 내과,PAIN_NEURO,"인천광역시 중구 하늘달빛로 94, 스타타워 501,503,504호 (중산동)",중구,032-715-6977,37.48729929,126.55748,인천광역시 중구 하늘달빛로 94,인천 중구 하늘달빛로 94
미다스의원,의원,비뇨의학과 피부과 이비인후과 마취통증의학과 성형외과 심장혈관흉부외과 신경외과 정형외과 외과 신경과 내과,PAIN_NEURO,"인천광역시 중구 공항문화로 127, 인스파이어 4층 R-03A-1호 (운서동)",중구,032-252-3210,37.46553008,126.3891177,인천광역시 중구 공항문화로 127,인천 중구 공항문화로 127
비앤씨의원,의원,내과 정형외과 마취통증의학과 피부과 가정의학과,PAIN_NEURO,"인천광역시 중구 하늘중앙로225번길 3, 영종M타워 4,6(전층)층 5층 502호 (중산동)",중구,032-752-8800,37.48820162,126.5584153,인천광역시 중구 하늘중앙로225번길 3,인천 중구 하늘중앙로225번길 3
영종더굿정형외과의원,의원,응급의학과 마취통증의학과 신경외과 정형외과 외과,PAIN_NEURO,"인천광역시 중구 하늘중앙로225번길 11, 302,303호 (중산동)",중구,032-746-9975,37.48783145,126.5592252,인천광역시 중구 하늘중앙로225번길 11,인천 중구 하늘중앙로225번길 11
영종이엠365의원,의원,내과 외과 정형외과 마취통증의학과 소아청소년과 응급의학과,PAIN_NEURO,"인천광역시 중구 하늘달빛로 84, 4층 (중산동)",중구,032-752-1190,37.48676115,126.5581376,인천광역시 중구 하늘달빛로 84,인천 중구 하늘달빛로 84
영종튼튼신경외과의원,의원,재활의학과 마취통증의학과 신경외과 정형외과,PAIN_NEURO,"인천광역시 중구 영종대로 106, 2층 (운서동)",중구,032-746-7512,37.49486671,126.4909074,인천광역시 중구 영종대로 106,인천 중구 영종대로 106
운서더굿정형외과의원,의원,외과 정형외과 응급의학과 신경외과 재활의학과 마취통증의학과,PAIN_NEURO,"인천광역시 중구 영종대로 184, 영종예스타워복합상영관 3층 302~305호 (운서동)",중구,032-721-9957,37.4922653,126.4987785,인천광역시 중구 영종대로 184,인천 중구 영종대로 184
운서성모정형외과의원,의원,내과 외과 정형외과 신경외과 마취통증의학과 피부과 비뇨의학과,PAIN_NEURO,"인천광역시 중구 영종대로 118, 3층 (운서동)",중구,032-746-7725,37.49483253,126.4922397,인천광역시 중구 영종대로 118,인천 중구 영종대로 118
편안내과의원,의원,내과 이비인후과 피부과 소아청소년과 마취통증의학과,PAIN_NEURO,"인천광역시 중구 하늘별빛로 71, 4층 (중산동)",중구,032-747-2236,37.48954109,126.5632011,인천광역시 중구 하늘별빛로 71,인천 중구 하늘별빛로 71
하늘마디재활의학과의원,의원,재활의학과 마취통증의학과 정형외과 신경과 내과,PAIN_NEURO,"인천광역시 중구 하늘별빛로65번길 8-11, 메이채프라자 5층 501,502호 (중산동)",중구,032-751-8272,37.48945796,126.5624287,인천광역시 중구 하늘별빛로65번길 8-11,인천 중구 하늘별빛로65번길 8-11
하늘메디컬의원,의원,가정의학과 피부과 이비인후과 안과 소아청소년과 정형외과 외과 신경과 내과,PAIN_NEURO,"인천광역시 중구 하늘중앙로 193, 조양타워 4층 401호 (중산동)",중구,032-752-6008,37.49040678,126.5605046,인천광역시 중구 하늘중앙로 193,인천 중구 하늘중앙로 193
하늘정형외과의원,의원,외과 정형외과 신경외과 마취통증의학과 영상의학과 재활의학과 응급의학과,PAIN_NEURO,"인천광역시 중구 하늘중앙로 193, 조양타워 6층(일부),7층 605호, 701호 (중산동)",중구,032-747-1321,37.49040678,126.5605046,인천광역시 중구 하늘중앙로 193,인천 중구 하늘중앙로 193
강화군보건소,보건소,보건소,PUBLIC_HEALTH,인천광역시 강화군 강화읍 충렬사로 26-1,강화군,032-930-4022,37.7372942,126.4848586,인천광역시 강화군 강화읍 충렬사로 26-1,인천 강화군 강화읍 충렬사로 26-1
건평보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 양도면 건평로155번길 41,강화군,032-937-1510,37.68057956,126.4061258,인천광역시 강화군 양도면 건평로155번길 41,인천 강화군 양도면 건평로155번길 41
교동보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 교동면 교동동로 485-13,강화군,032-930-3547,37.78446054,126.2832345,인천광역시 강화군 교동면 교동동로 485-13,인천 강화군 교동면 교동동로 485-13
길상보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 길상면 강화동로 15-1,강화군,032-937-0212,37.64048199,126.4912409,인천광역시 강화군 길상면 강화동로 15-1,인천 강화군 길상면 강화동로 15-1
난정보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 교동면 교동서로378번길 56-28,강화군,032-934-7807,37.7710916,126.2380761,인천광역시 강화군 교동면 교동서로378번길 56-28,인천 강화군 교동면 교동서로378번길 56-28
내가보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 내가면 강화서로 249,강화군,032-932-6015,37.71934284,126.3898168,인천광역시 강화군 내가면 강화서로 249,인천 강화군 내가면 강화서로 249
매음보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 삼산면 어류정길 36,강화군,032-932-3564,37.66415988,126.3488347,인천광역시 강화군 삼산면 어류정길 36,인천 강화군 삼산면 어류정길 36
불은보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 불은면 강화동로 562-3,강화군,032-937-4339,37.68646904,126.4798801,인천광역시 강화군 불은면 강화동로 562-3,인천 강화군 불은면 강화동로 562-3
삼산보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 삼산면 삼산북로 439,강화군,032-932-3020,37.70273289,126.3236724,인천광역시 강화군 삼산면 삼산북로 439,인천 강화군 삼산면 삼산북로 439
삼선보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 교동면 교동북로 222-1,강화군,032-932-4808,37.79610791,126.2615798,인천광역시 강화군 교동면 교동북로 222-1,인천 강화군 교동면 교동북로 222-1
상용보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 교동면 교동동로 208-3,강화군,032-932-4381,37.7958517,126.3078508,인천광역시 강화군 교동면 교동동로 208-3,인천 강화군 교동면 교동동로 208-3
서검보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 삼산면 서검길 166-3,강화군,032-932-3928,37.71937659,126.23336,인천광역시 강화군 삼산면 서검길 166-3,인천 강화군 삼산면 서검길 166-3
선원보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 선원면 대문고개로 22,강화군,032-933-4966,37.71355037,126.4848279,인천광역시 강화군 선원면 대문고개로 22,인천 강화군 선원면 대문고개로 22
송해보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 송해면 전망대로 29,강화군,032-930-3546,37.76465305,126.4630361,인천광역시 강화군 송해면 전망대로 29,인천 강화군 송해면 전망대로 29
신삼보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 하점면 고려산로 506-2,강화군,032-933-1193,37.75223003,126.3942185,인천광역시 강화군 하점면 고려산로 506-2,인천 강화군 하점면 고려산로 506-2
양도보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 양도면 강화남로 708-2,강화군,032-937-2104,37.66288936,126.4221118,인천광역시 강화군 양도면 강화남로 708-2,인천 강화군 양도면 강화남로 708-2
양사보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 양사면 전망대로 1391,강화군,032-932-5506,37.79823885,126.4086948,인천광역시 강화군 양사면 전망대로 1391,인천 강화군 양사면 전망대로 1391
연리보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 선원면 연동로210번길 3,강화군,032-932-1412,37.70656635,126.4946298,인천광역시 강화군 선원면 연동로210번길 3,인천 강화군 선원면 연동로210번길 3
오두보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 불은면 불은남로 293,강화군,032-937-6813,37.67572706,126.5112701,인천광역시 강화군 불은면 불은남로 293,인천 강화군 불은면 불은남로 293
인화보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 양사면 서사길105번길 47,강화군,032-934-5583,37.79618009,126.3808448,인천광역시 강화군 양사면 서사길105번길 47,인천 강화군 양사면 서사길105번길 47
하리보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 삼산면 삼산북로 790,강화군,032-932-3653,37.72463087,126.2962788,인천광역시 강화군 삼산면 삼산북로 790,인천 강화군 삼산면 삼산북로 790
하점보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 하점면 강화대로 1220,강화군,032-930-3544,37.77424677,126.4115666,인천광역시 강화군 하점면 강화대로 1220,인천 강화군 하점면 강화대로 1220
화도보건지소,보건지소,보건지소,PUBLIC_HEALTH,인천광역시 강화군 화도면 마니산로 703-14,강화군,032-937-0256,37.63169982,126.4198415,인천광역시 강화군 화도면 마니산로 703-14,인천 강화군 화도면 마니산로 703-14
황청보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 내가면 황청포구로 355,강화군,032-932-2819,37.72118728,126.3614744,인천광역시 강화군 내가면 황청포구로 355,인천 강화군 내가면 황청포구로 355
흥왕보건진료소,보건진료소,보건진료소,PUBLIC_HEALTH,인천광역시 강화군 화도면 해안남로 1916,강화군,032-937-4554,37.60853108,126.4171062,인천광역시 강화군 화도면 해안남로 1916,인천 강화군 화도면 해안남로 1916
계양구 보건소,보건소,nan,PUBLIC_HEALTH,"인천광역시 계양구 계양문화로 63, 계양구보건소 (계산동)",계양구,032-430-7801,37.53642762,126.7362452,인천광역시 계양구 계양문화로 63,인천 계양구 계양문화로 63
장기보건지소,보건지소,nan,PUBLIC_HEALTH,"인천광역시 계양구 장기서로 8 (장기동, 장기보건지소)",계양구,032-450-6890,37.57691299,126.7341852,인천광역시 계양구 장기서로 8,인천 계양구 장기서로 8
남동구보건소,보건소,보건소,PUBLIC_HEALTH,인천광역시 남동구 소래로 633 (만수동),남동구,032-464-4001,37.44738839,126.7306774,인천광역시 남동구 소래로 633,인천 남동구 소래로 633
